"treeID","h_max","h_mean","h_p95","n_pts"
574,23.005,11.7752894736842,22.625,76
575,21.243,8.50491304347826,17.644,161
576,11.779,6.6616404494382,11.0236,89
577,16.027,11.14825,15.86805,12
578,22.314,13.9034193548387,22.0585,31
579,22.724,12.7908541666667,21.21275,96
580,22.611,13.3106,22.1899,35
581,15.615,7.67204444444444,15.3262,45
582,19.362,17.8748888888889,19.2408,9
583,22.098,16.3244615384615,21.663,13
584,12.015,8.70336,11.2402,25
585,21.572,18.3306315789474,21.1769,19
586,22.638,14.4873111111111,21.9742,45
587,22.17,14.1257307692308,21.395,52
588,20.391,12.0135161290323,19.90215,62
589,19.504,11.9133333333333,18.3277,27
590,22.047,14.2394385964912,20.9474,57
591,21.593,17.5475,20.9679,20
592,11.258,10.7324,11.1988,5
594,8.366,7.492,8.2214,4
595,22.459,15.21615,22.16935,40
596,22.279,13.5974393939394,21.3965,66
597,22.498,13.9884769230769,20.9288,65
598,22.278,19.2258947368421,22.1799,19
599,11.416,10.4619166666667,11.30655,12
600,14.952,6.66851219512195,9.515,41
601,21.603,15.8625333333333,21.2537,15
602,21.027,16.1148461538462,20.9172,13
603,20.322,13.6377,18.67945,20
604,14.457,8.53807692307692,11.2206,13
605,20.26,17.9883529411765,20.1656,17
606,20.789,17.6820625,20.6045,16
607,21.274,18.6426666666667,20.9121,12
608,20.872,17.69775,20.51745,8
609,22.157,17.35448,21.8832,25
612,21.238,15.9388076923077,20.57725,26
613,20.99,15.9912631578947,20.5193,19
615,20.72,17.949,20.5094,13
616,20.877,18.6548333333333,20.77225,6
617,20.366,17.6395384615385,20.2994,13
618,21.455,17.9348484848485,20.5874,33
619,20.225,18.6881666666667,20.087,6
622,21.11,18.3805,20.93075,6
623,20.562,18.63575,20.49225,16
624,20.7,17.7635294117647,20.5984,17
625,21.034,18.5285454545455,20.8745,11
626,20.85,18.076347826087,20.5861,23
627,19.529,18.5071666666667,19.46325,6
628,20.05,17.5481428571429,19.9603,7
629,20.113,17.9634285714286,19.7017,7
630,19.727,17.9955,19.2941,10
